"x","y","z","vsx_rx","optix","domain","density","knnd","sample"
24557.80078125,31494.900390625,-132.623001098633,812.5,2400,"Optix",1.78717977947206e-06,4.98316954428264,"Larval brain 1"
24555.80078125,31482.5,-112.504997253418,776.5,1973,"Optix",1.16227892315853e-06,5.62972104505489,"Larval brain 1"
24566,31498,-122.221000671387,893.5,2497,"Optix",2.71083438932324e-06,5.29923157576143,"Larval brain 1"
24554,31484.599609375,-123.061996459961,736.5,2339,"Optix",2.26326394632573e-06,5.2264032813828,"Larval brain 1"
24658.80078125,31588.900390625,-124.587997436523,1680.5,2217,"Vsx",2.94485663452664e-06,4.1860281558339,"Larval brain 1"
24655,31585.69921875,-122.091003417969,1422.5,2141,"Optix",2.55891850920876e-06,4.46337650756814,"Larval brain 1"
24670.099609375,31604.80078125,-131.365005493164,1229,1859,"Optix",2.08329181004883e-06,5.63301534513721,"Larval brain 1"
24563.599609375,31493.30078125,-117.63500213623,731.5,2209,"Optix",2.32655374733269e-06,5.09031468195995,"Larval brain 1"
24655.30078125,31580,-122.055999755859,2009,1969,"Vsx",2.4216485695316e-06,5.11856838704581,"Larval brain 1"
24585,31510.5,-122.291000366211,1029,1235,"Rx",2.11911521039427e-06,10.4041754035219,"Larval brain 1"
24650.5,31579.099609375,-126.417999267578,1748,2245,"Vsx",2.94565709986217e-06,5.59407669036344,"Larval brain 1"
24558.099609375,31481.69921875,-117.911003112793,893.5,2431,"Optix",2.25315173375537e-06,5.48364828061585,"Larval brain 1"
24667.80078125,31597.400390625,-133.298004150391,1437,2249,"Vsx",2.38722516995595e-06,4.29989414416801,"Larval brain 1"
24566.80078125,31495.19921875,-128.414993286133,934.5,2769,"Optix",1.85330555426713e-06,4.56895623074044,"Larval brain 1"
24661.30078125,31591,-135.360000610352,1795,2200,"Vsx",2.27791096189559e-06,4.34442197259207,"Larval brain 1"
24571.69921875,31498.900390625,-125.541999816895,1056.5,2547,"Optix",2.37748803567758e-06,5.18265892157541,"Larval brain 1"
24650.69921875,31585.5,-137.225006103516,1020.5,1815,"Optix",1.44178148853992e-06,7.26155925289902,"Larval brain 1"
24562.099609375,31494.599609375,-134.240997314453,899,2448,"Optix",1.62213718651277e-06,4.45717802674431,"Larval brain 1"
24562.69921875,31485.5,-116.930999755859,736.5,2253,"Optix",2.28496991067724e-06,5.01783768412103,"Larval brain 1"
24675.900390625,31604.19921875,-128.427993774414,1137,1427,"Rx",1.69411706503811e-06,7.53040429539301,"Larval brain 1"
24652.19921875,31582.099609375,-131.949996948242,1309,1923,"Optix",2.73295354811793e-06,6.22074819401959,"Larval brain 1"
24555.80078125,31477.5,-112.425003051758,853.5,1599,"Optix",1.09822483399461e-06,6.0277656308555,"Larval brain 1"
24657.19921875,31583.5,-121.391998291016,1801,2101,"Vsx",2.14238069828362e-06,4.65992942504832,"Larval brain 1"
24663.900390625,31596.5,-133.606994628906,1569,2721,"Vsx",2.5035392125679e-06,4.29321491873588,"Larval brain 1"
24564.099609375,31489.599609375,-118.434997558594,654.5,2249,"Optix",2.54303202815093e-06,4.56286793573283,"Larval brain 1"
24549.30078125,31475.80078125,-117.651000976562,1635,1391,"Rx",1.79518145367138e-06,7.58599609852871,"Larval brain 1"
24662.30078125,31588.80078125,-123.291000366211,2015,2059,"Vsx",2.53355971621865e-06,4.77398197081387,"Larval brain 1"
24663.599609375,31599,-137.220001220703,1427,2425,"Optix",1.35048498788683e-06,5.28909015619168,"Larval brain 1"
24661.599609375,31593.099609375,-135.169006347656,1754,2475,"Vsx",2.28684070605832e-06,4.21124596482225,"Larval brain 1"
24555.400390625,31475.099609375,-106.735000610352,975.5,1395,"Rx",3.59988197150091e-07,7.71803028335299,"Larval brain 1"
24560.900390625,31487,-122.623001098633,650.5,2375,"Optix",2.58357617095383e-06,4.54125052674779,"Larval brain 1"
24665.69921875,31593.900390625,-136.72200012207,1599,2339,"Vsx",1.67831873014627e-06,4.87102348526763,"Larval brain 1"
24565.69921875,31480.19921875,-113.476997375488,934.5,1969,"Optix",1.23620621784775e-06,4.84765193826392,"Larval brain 1"
24651.69921875,31576.19921875,-130.671997070312,1635,2313,"Vsx",2.75322936693233e-06,4.95624886011377,"Larval brain 1"
24671.19921875,31595.80078125,-130.468002319336,1179,1679,"Optix",2.34611609211425e-06,5.10732043840204,"Larval brain 1"
24662.099609375,31584.69921875,-128.240005493164,2009,2499,"Vsx",2.98062112287224e-06,3.80049703950004,"Larval brain 1"
24567.599609375,31487.099609375,-118.605003356934,772.5,2551,"Optix",2.63245327013808e-06,4.58509702102294,"Larval brain 1"
24661.599609375,31584.30078125,-123.753997802734,2225,2343,"Vsx",2.68447307696921e-06,4.54874735927366,"Larval brain 1"
24571.099609375,31498.099609375,-136.658996582031,934.5,2107,"Optix",1.17265427440838e-06,6.08525436610383,"Larval brain 1"
24574.30078125,31497.400390625,-124.240997314453,1061,2746,"Optix",2.69755884796541e-06,4.40471626255828,"Larval brain 1"
24558.69921875,31482.5,-124.041999816895,863,2385,"Optix",2.2167522660829e-06,5.51237290283087,"Larval brain 1"
24664.19921875,31588.69921875,-127.227996826172,1883,2487,"Vsx",2.85397942424785e-06,4.59834085879615,"Larval brain 1"
24562.30078125,31481.400390625,-115.716003417969,862.5,2339,"Optix",1.87492866719345e-06,5.14655942377614,"Larval brain 1"
24664.69921875,31591.599609375,-132.360992431641,2031,2579,"Vsx",2.81179713727376e-06,4.6440217028385,"Larval brain 1"
24653,31575.19921875,-120.841003417969,2611,1965,"Vsx",1.85550291391429e-06,5.2969281777645,"Larval brain 1"
24566.400390625,31495.30078125,-132.151000976562,975,2633,"Optix",1.51766920383202e-06,4.75182628169205,"Larval brain 1"
24578.900390625,31500.599609375,-120.582000732422,935,2293,"Optix",2.66594168475711e-06,4.84809592867942,"Larval brain 1"
24659.900390625,31586.19921875,-127.583000183105,1893,2425,"Vsx",3.00542817971215e-06,4.28729181596975,"Larval brain 1"
24575.30078125,31497,-119.550003051758,979.5,2597,"Optix",2.67384504541938e-06,3.82028176967035,"Larval brain 1"
24568.099609375,31494.5,-125.313003540039,857,2759,"Optix",2.45512352226988e-06,5.08421622821423,"Larval brain 1"
24573.099609375,31495.69921875,-135.27099609375,975,2257,"Optix",1.24531862489094e-06,4.42023358285571,"Larval brain 1"
24657.19921875,31572.19921875,-122.446998596191,2131,1937,"Vsx",2.29304804758359e-06,4.41687659076533,"Larval brain 1"
24652.69921875,31572.900390625,-127.731002807617,1797,2383,"Vsx",2.93940370840863e-06,5.15248227554949,"Larval brain 1"
24671.400390625,31592.30078125,-132.593994140625,1387,1955,"Optix",2.51058062858366e-06,4.89284508313103,"Larval brain 1"
24565.099609375,31482,-122.746002197266,853.5,2471,"Optix",2.42772745450492e-06,6.16831107744283,"Larval brain 1"
24576.900390625,31495.69921875,-127.075996398926,979,2673,"Optix",2.22327498627077e-06,4.14409735292953,"Larval brain 1"
24570.400390625,31485.599609375,-116.703002929688,899,2461,"Optix",2.13813876699955e-06,5.07272735725432,"Larval brain 1"
24577.900390625,31495.400390625,-118.939002990723,979.5,2709,"Optix",2.55518212004691e-06,4.16212061743987,"Larval brain 1"
24662.69921875,31584.099609375,-132.615005493164,2001,2471,"Vsx",3.06651047310511e-06,4.03399361198632,"Larval brain 1"
24658.30078125,31575.599609375,-122.898002624512,2289,2015,"Vsx",2.45832561640692e-06,4.64420137756023,"Larval brain 1"
24661.099609375,31581.5,-126.700996398926,2967,2497,"Vsx",2.99695111586639e-06,3.86422673013189,"Larval brain 1"
24571,31488.400390625,-120.620002746582,939.5,2895,"Optix",2.85645956290857e-06,4.78668988214366,"Larval brain 1"
24574.5,31496.900390625,-129.695007324219,1107,2511,"Optix",1.6593629200742e-06,4.36475690330415,"Larval brain 1"
24653.19921875,31577.69921875,-135.602005004883,1276,2037,"Optix",2.23912231525214e-06,4.94732447607694,"Larval brain 1"
24567.19921875,31485.900390625,-124.069000244141,812.5,2633,"Optix",2.58843092061914e-06,4.55000163220339,"Larval brain 1"
24568.30078125,31488.400390625,-125.606002807617,857,2551,"Optix",2.35583795616342e-06,5.26409771723277,"Larval brain 1"
24558.900390625,31472.69921875,-113.860000610352,1142.5,1309,"Rx",1.29049520242702e-06,7.96808856611809,"Larval brain 1"
24666.69921875,31589,-129.014999389648,2189,2245,"Vsx",2.68807775527444e-06,5.11906206256007,"Larval brain 1"
24572.5,31492.099609375,-119.358001708984,853,2647,"Optix",2.6902712152609e-06,4.60086013496276,"Larval brain 1"
24650.599609375,31573.80078125,-123.720001220703,2163,2221,"Vsx",2.73076565791153e-06,5.02881077561833,"Larval brain 1"
24670,31594.099609375,-133.985992431641,1365,2081,"Optix",2.34427168612562e-06,4.37801052349672,"Larval brain 1"
24663.5,31587.400390625,-133.397003173828,1797,2551,"Vsx",2.88784594277665e-06,4.71014294512289,"Larval brain 1"
24567.30078125,31482.099609375,-112.817001342773,862.5,1851,"Optix",1.06870676875386e-06,5.21041311656829,"Larval brain 1"
24574.80078125,31494.400390625,-120.944000244141,975.5,2855,"Optix",2.89709099471444e-06,3.92446569822688,"Larval brain 1"
24579,31498.19921875,-119.984001159668,1021,2597,"Optix",2.66816512456999e-06,3.96570662885675,"Larval brain 1"
24674.19921875,31600.30078125,-135.363006591797,1309.5,1473,"Rx",1.60996029897959e-06,7.53001098795548,"Larval brain 1"
24650.69921875,31570.19921875,-123.016998291016,2521,2055,"Vsx",2.464890828478e-06,4.78181619156823,"Larval brain 1"
24650.19921875,31576.69921875,-136.494995117188,1467,2055,"Vsx",1.78688340296017e-06,5.65510808277522,"Larval brain 1"
24660.099609375,31579.599609375,-123.542999267578,1933,2081,"Vsx",2.644537466438e-06,4.64204924922188,"Larval brain 1"
24650.400390625,31561.400390625,-123.043998718262,2475,2087,"Vsx",2.20883267370213e-06,3.78441960418462,"Larval brain 1"
24651.80078125,31566.30078125,-124.543998718262,2263,2293,"Vsx",2.77854627335733e-06,4.3760908708279,"Larval brain 1"
24583.5,31494.30078125,-121.143997192383,1097.5,2801,"Optix",2.86055967711459e-06,3.81657081999907,"Larval brain 1"
24666.80078125,31583.400390625,-134.322006225586,2217,2375,"Vsx",2.7210795139662e-06,4.13673358283165,"Larval brain 1"
24664,31577.5,-125.817001342773,2547,2263,"Vsx",2.81651969671447e-06,4.82764121720665,"Larval brain 1"
24577.400390625,31488.099609375,-117.801002502441,934.5,2629,"Optix",2.2700421270707e-06,5.60875251729629,"Larval brain 1"
24582,31492.599609375,-120.291999816895,939.5,2763,"Optix",2.76192487469231e-06,3.35826083915522,"Larval brain 1"
24663.5,31578.19921875,-131.197998046875,2851,2369,"Vsx",3.09142153978086e-06,3.44815741907889,"Larval brain 1"
24660.599609375,31572.69921875,-124.647003173828,2127,2223,"Vsx",2.76766956022035e-06,4.07415001218889,"Larval brain 1"
24656.099609375,31572.099609375,-131.710998535156,1513,2081,"Vsx",2.98207296677363e-06,4.91359850677116,"Larval brain 1"
24569.900390625,31481.80078125,-117.394996643066,896,2446,"Optix",2.19339610483919e-06,5.26716007210559,"Larval brain 1"
24651.30078125,31563.80078125,-121.920997619629,2629,2043,"Vsx",1.8972916292325e-06,4.245855309391,"Larval brain 1"
24669.80078125,31588.099609375,-133.858001708984,1589,2209,"Vsx",2.56274802555846e-06,5.1445527872924,"Larval brain 1"
24582.30078125,31491.599609375,-117.585998535156,979.5,2345,"Optix",1.97618699921829e-06,3.91396630882808,"Larval brain 1"
24570.69921875,31485,-124.736999511719,898.5,3023,"Optix",2.47982461962391e-06,4.6727767058977,"Larval brain 1"
24583.099609375,31498.19921875,-125.650001525879,1021,2620,"Optix",2.59637656729871e-06,5.14879785730431,"Larval brain 1"
24654.19921875,31568,-122.267997741699,2299,2019,"Vsx",2.20701004503372e-06,4.56880659262074,"Larval brain 1"
24576,31495,-131.378005981445,903,2451,"Optix",1.39342278229942e-06,4.07625211595,"Larval brain 1"
24584.5,31500.19921875,-121.34700012207,1065,2375,"Optix",2.68483694016711e-06,5.15189592410499,"Larval brain 1"
24570.400390625,31494.400390625,-133.511993408203,903,2379,"Optix",1.35301119711709e-06,4.82181482565553,"Larval brain 1"
24662.30078125,31578,-128.641006469727,2837,2296,"Vsx",2.98030599251411e-06,3.77730442047519,"Larval brain 1"
24564.5,31475.19921875,-114.950996398926,1107,1643,"Optix",1.55814171925687e-06,6.11131925000999,"Larval brain 1"
24575.900390625,31490,-122.178001403809,935,2827,"Optix",2.90302044634991e-06,4.4769577248905,"Larval brain 1"
24574.5,31492.69921875,-129.046997070312,898.5,2539,"Optix",1.72712970431779e-06,4.75666518790423,"Larval brain 1"
24579.5,31496.69921875,-124.210998535156,1061,2755,"Optix",2.82258513240526e-06,4.65460534559998,"Larval brain 1"
24654.400390625,31574.900390625,-132.598007202148,1473,2211,"Vsx",2.89338814083386e-06,4.52127315356362,"Larval brain 1"
24662.30078125,31581.599609375,-130.029006958008,3483,2547,"Vsx",3.02337627907381e-06,3.67825314387535,"Larval brain 1"
24631.80078125,31545.400390625,-138.214996337891,2095,1305,"Vsx",7.55022753001365e-07,18.8651884522413,"Larval brain 1"
24669.5,31581.400390625,-134.018005371094,4095,2277,"Vsx",2.72671827741438e-06,4.21443892707778,"Larval brain 1"
24650.80078125,31559.69921875,-126.227996826172,2055,2307,"Vsx",2.84824939991826e-06,3.80495612891544,"Larval brain 1"
24585.69921875,31492.80078125,-121.931999206543,857.5,2841,"Optix",2.91177289646582e-06,3.64615814030015,"Larval brain 1"
24653.400390625,31568.80078125,-134.694000244141,1390.5,2077,"Optix",2.64289306310539e-06,5.05007832534732,"Larval brain 1"
24568.69921875,31471.599609375,-115.778999328613,1137.5,1264.5,"Rx",1.49589393823087e-06,7.09655178990672,"Larval brain 1"
24576.099609375,31481.900390625,-115.958000183105,898.5,2281,"Optix",1.66678737347613e-06,6.90144076944497,"Larval brain 1"
24652.69921875,31561.900390625,-126.408996582031,2177,2353,"Vsx",2.95729503785392e-06,4.22828788713446,"Larval brain 1"
24662.900390625,31572.30078125,-126.491996765137,2497,2410,"Vsx",2.90683666725742e-06,4.00964854605515,"Larval brain 1"
24662,31573.80078125,-133.294998168945,2255,2201,"Vsx",3.15079005418101e-06,5.25537172967319,"Larval brain 1"
24668.099609375,31584.30078125,-138.341995239258,1919,2131,"Vsx",1.28404843832833e-06,5.59366261718012,"Larval brain 1"
24667,31577.69921875,-131.580001831055,3177,2299,"Vsx",2.92481632704827e-06,3.97522815980208,"Larval brain 1"
24585.900390625,31491.69921875,-118.804000854492,934.5,2465,"Optix",2.27443188479344e-06,3.80144195775927,"Larval brain 1"
24677.900390625,31590.80078125,-134.889007568359,1401,1301,"Vsx",1.84750520982424e-06,8.02237930368097,"Larval brain 1"
24574.5,31491.5,-135.458999633789,812.5,2045,"Optix",1.1026405385395e-06,5.8883842537879,"Larval brain 1"
24655.5,31567.69921875,-130.621994018555,1553,2263,"Vsx",2.97686938364584e-06,5.18565489977744,"Larval brain 1"
24651.599609375,31571.30078125,-138.003005981445,1427,2055,"Optix",1.43227942013108e-06,5.85930115213458,"Larval brain 1"
24575.80078125,31486.599609375,-124.480003356934,979,2831,"Optix",2.66776635801278e-06,4.49368012006966,"Larval brain 1"
24572.099609375,31474.69921875,-110.444000244141,1228.5,1593,"Rx",5.31650168071142e-07,6.84002930027711,"Larval brain 1"
24579.69921875,31492.80078125,-130.151000976562,903.5,2485,"Optix",1.5681468976701e-06,4.83667935917527,"Larval brain 1"
24591.900390625,31501,-120.156997680664,975,2379,"Optix",2.22802098274313e-06,5.52354298234593,"Larval brain 1"
24582.5,31489.5,-120.093002319336,817.5,2738,"Optix",2.69727362938697e-06,3.49564263128828,"Larval brain 1"
24588.30078125,31500.80078125,-122.984001159668,1025,2511,"Optix",2.76054043958158e-06,4.97283995011322,"Larval brain 1"
24665.400390625,31581,-132.684005737305,3363,2415,"Vsx",3.02441195792738e-06,3.7979814699059,"Larval brain 1"
24570.900390625,31477,-113.716003417969,939,1951,"Optix",1.16342071300288e-06,5.78193217131844,"Larval brain 1"
24578.400390625,31488.80078125,-124.602996826172,853.5,2569,"Optix",2.69919338256896e-06,5.17660094157094,"Larval brain 1"
24588.400390625,31497.19921875,-120.591003417969,943.5,2653,"Optix",2.68814361798571e-06,4.70526050214371,"Larval brain 1"
24567.599609375,31476.19921875,-121.293998718262,893.5,1599,"Optix",2.19325363824047e-06,7.02737636250566,"Larval brain 1"
24658.599609375,31568.80078125,-123.53099822998,2287,2091,"Vsx",2.48502125665276e-06,4.30048802321226,"Larval brain 1"
24656.19921875,31573,-137.820999145508,1315,1771,"Optix",1.63953514092892e-06,5.77254657055652,"Larval brain 1"
24590.30078125,31498.5,-130.774002075195,1101,2415,"Optix",1.67534918217093e-06,6.37257418057967,"Larval brain 1"
24582.19921875,31493,-137.186996459961,853.5,2041,"Optix",8.89879463700654e-07,5.75086216700894,"Larval brain 1"
24648.69921875,31552.80078125,-123.597999572754,2475,1933,"Vsx",2.12764424234168e-06,5.80897273065408,"Larval brain 1"
24666.5,31572.400390625,-127.869003295898,3135,2257,"Vsx",2.66837152923533e-06,4.15174835140075,"Larval brain 1"
24593.5,31501.30078125,-124.94100189209,1187,2533,"Optix",2.77466139279908e-06,5.66309560157858,"Larval brain 1"
24650.5,31556,-126.78800201416,1725,2323,"Vsx",2.85869460734684e-06,4.60509923753583,"Larval brain 1"
24581.19921875,31491.599609375,-139.425994873047,772.5,1969,"Optix",5.16500141480716e-07,6.82047443188567,"Larval brain 1"
24653.599609375,31562.599609375,-131.895004272461,1625,2257,"Vsx",2.99386231322066e-06,5.10221814147891,"Larval brain 1"
24590.900390625,31495.19921875,-122.455001831055,898.5,2665,"Optix",2.94762590348156e-06,4.54944496733893,"Larval brain 1"
24583.400390625,31483.099609375,-114.959999084473,896,2007,"Optix",1.13703832225265e-06,5.2554691298604,"Larval brain 1"
24655.19921875,31557.900390625,-122.929000854492,2656,1973,"Vsx",2.06432984901568e-06,4.27384916996198,"Larval brain 1"
24667.80078125,31577.599609375,-136.182006835938,3365,2095,"Vsx",2.27830666733242e-06,4.79398318165522,"Larval brain 1"
24577,31475.80078125,-109.251998901367,1146.5,1517,"Rx",3.41349899346893e-07,8.01971469562574,"Larval brain 1"
24585.599609375,31489.69921875,-121.525001525879,975.5,2815,"Optix",2.84499936056759e-06,3.63735515709997,"Larval brain 1"
24582.099609375,31492.900390625,-132.664993286133,979,2389,"Optix",1.2411262442782e-06,5.36013990325009,"Larval brain 1"
24575,31483.099609375,-127.299003601074,899,2633,"Optix",1.90592519675934e-06,5.6248924585764,"Larval brain 1"
24584.30078125,31496.30078125,-129.281997680664,984.5,2543,"Optix",1.88376547699783e-06,5.79021786281934,"Larval brain 1"
24658.80078125,31564.5,-123.555000305176,2851,1945,"Vsx",2.36748756909478e-06,4.77843712980717,"Larval brain 1"
24650.69921875,31557.5,-123.686996459961,2115,2127,"Vsx",2.32793534412032e-06,4.09314119080693,"Larval brain 1"
24665.5,31575.5,-130.979995727539,4048,2429,"Vsx",2.97003412374983e-06,3.94766506369019,"Larval brain 1"
